Source,Target,Attributes
506453848484061931072761675051541366526534992020,1,"{'avg_min_between_sent': 110.19, 'avg_min_between_received': 0.0, 'time_diff': 220.38, 'sent_txns': 2, 'received_txns': 1, 'min_value_received': 0.5, 'max_value_received': 0.5, 'min_val_sent': 0.01, 'max_val_sent': 0.488, 'total_txns': 3, 'total_ether_sent': 0.498, 'total_ether_received': 0.5}"
54715062993757385831249953564501121052248195107,9,"{'avg_min_between_sent': 12370.51, 'avg_min_between_received': 3415.81, 'time_diff': 154447.4, 'sent_txns': 10, 'received_txns': 9, 'min_value_received': 0.09, 'max_value_received': 157.130792, 'min_val_sent': 0.0, 'max_val_sent': 223.183865, 'total_txns': 19, 'total_ether_sent': 505.628344, 'total_ether_received': 495.6560139}"
156698902545399927211843734247673798426277861795,2,"{'avg_min_between_sent': 105.32, 'avg_min_between_received': 1.23, 'time_diff': 318.42, 'sent_txns': 3, 'received_txns': 2, 'min_value_received': 21.813239000000006, 'max_value_received': 79.186761, 'min_val_sent': 19.852158, 'max_val_sent': 59.621446, 'total_txns': 5, 'total_ether_sent': 100.9985356, 'total_ether_received': 101.0}"
665663935430060667050863863548364631185741017946,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 13.72, 'sent_txns': 1, 'received_txns': 1, 'min_value_received': 0.5, 'max_value_received': 0.5, 'min_val_sent': 0.49938, 'max_val_sent': 0.49938, 'total_txns': 2, 'total_ether_sent': 0.49938, 'total_ether_received': 0.5}"
1103020130992009941570382051541544115490332280683,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 2204.7, 'sent_txns': 1, 'received_txns': 1, 'min_value_received': 12.859018, 'max_value_received': 12.859018, 'min_val_sent': 12.858398, 'max_val_sent': 12.858398, 'total_txns': 2, 'total_ether_sent': 12.85839771, 'total_ether_received': 12.85901771}"
634636598001020060873740418317302984729169326636,1,"{'avg_min_between_sent': 158.51, 'avg_min_between_received': 0.0, 'time_diff': 317.02, 'sent_txns': 2, 'received_txns': 1, 'min_value_received': 101.0, 'max_value_received': 101.0, 'min_val_sent': 0.32, 'max_val_sent': 100.679016, 'total_txns': 3, 'total_ether_sent': 100.9990158, 'total_ether_received': 101.0}"
1128045002251889692649943828334492465054608170390,2,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 456.95, 'time_diff': 7282.48, 'sent_txns': 1, 'received_txns': 2, 'min_value_received': 0.5, 'max_value_received': 2.1, 'min_val_sent': 2.599517, 'max_val_sent': 2.599517, 'total_txns': 3, 'total_ether_sent': 2.599517, 'total_ether_received': 2.6}"
337502058846073902413156084218534304012005017095,57,"{'avg_min_between_sent': 87.41, 'avg_min_between_received': 8403.19, 'time_diff': 482827.98, 'sent_txns': 44, 'received_txns': 57, 'min_value_received': 0.026239, 'max_value_received': 1.011923, 'min_val_sent': 0.546605, 'max_val_sent': 2.00087, 'total_txns': 101, 'total_ether_sent': 43.43725103, 'total_ether_received': 43.49842197}"
1063058604640452613754336984407397865144221495322,2,"{'avg_min_between_sent': 25.37, 'avg_min_between_received': 0.03, 'time_diff': 76.17, 'sent_txns': 3, 'received_txns': 2, 'min_value_received': 11.005967, 'max_value_received': 89.994033, 'min_val_sent': 0.0043409999999999, 'max_val_sent': 56.607089, 'total_txns': 5, 'total_ether_sent': 100.9984639, 'total_ether_received': 101.0}"
1000635736683666918422370972862032456972231198542,142,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 2540.74, 'time_diff': 360785.72, 'sent_txns': 0, 'received_txns': 142, 'min_value_received': 0.0, 'max_value_received': 0.84957, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 143, 'total_ether_sent': 0.0, 'total_ether_received': 39.02911245}"
922328059672524648343595419209673298903123217376,1,"{'avg_min_between_sent': 156.95, 'avg_min_between_received': 0.0, 'time_diff': 313.9, 'sent_txns': 2, 'received_txns': 1, 'min_value_received': 101.0, 'max_value_received': 101.0, 'min_val_sent': 0.1, 'max_val_sent': 100.899016, 'total_txns': 3, 'total_ether_sent': 100.9990158, 'total_ether_received': 101.0}"
1089615341140698280802670731312548945215277542499,2,"{'avg_min_between_sent': 159.53, 'avg_min_between_received': 0.33, 'time_diff': 319.72, 'sent_txns': 2, 'received_txns': 2, 'min_value_received': 50.204463, 'max_value_received': 50.795537, 'min_val_sent': 50.326241, 'max_val_sent': 50.672774, 'total_txns': 4, 'total_ether_sent': 100.9990158, 'total_ether_received': 101.0}"
126261480051831164847319466086413160362379874055,2,"{'avg_min_between_sent': 92996.37, 'avg_min_between_received': 6860.16, 'time_diff': 571698.55, 'sent_txns': 6, 'received_txns': 2, 'min_value_received': 1.088532, 'max_value_received': 111.0, 'min_val_sent': 0.0, 'max_val_sent': 110.0, 'total_txns': 8, 'total_ether_sent': 112.04, 'total_ether_received': 112.0885324}"
711216873689990063587206075910975183792269924176,4,"{'avg_min_between_sent': 21157.32, 'avg_min_between_received': 24037.56, 'time_diff': 540453.95, 'sent_txns': 21, 'received_txns': 4, 'min_value_received': 0.005, 'max_value_received': 0.01, 'min_val_sent': 0.0, 'max_val_sent': 0.009595, 'total_txns': 25, 'total_ether_sent': 0.013828153, 'total_ether_received': 0.035}"
916941930216205257551022345486672473987660584923,2,"{'avg_min_between_sent': 109.48, 'avg_min_between_received': 0.0, 'time_diff': 328.45, 'sent_txns': 3, 'received_txns': 2, 'min_value_received': 48.651434, 'max_value_received': 52.348566, 'min_val_sent': 2.0, 'max_val_sent': 63.11409499999999, 'total_txns': 5, 'total_ether_sent': 100.9980123, 'total_ether_received': 101.0}"
905549205371130918790370076613103556153237610585,46,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 124.59, 'time_diff': 291904.9, 'sent_txns': 1, 'received_txns': 46, 'min_value_received': 0.005, 'max_value_received': 10.0, 'min_val_sent': 74.204564, 'max_val_sent': 74.204564, 'total_txns': 47, 'total_ether_sent': 74.20456437, 'total_ether_received': 73.69542537}"
603966775689709079364351156266737134145227130235,35,"{'avg_min_between_sent': 5415.26, 'avg_min_between_received': 6231.35, 'time_diff': 418461.68, 'sent_txns': 37, 'received_txns': 35, 'min_value_received': 0.001306, 'max_value_received': 6.0, 'min_val_sent': 0.0, 'max_val_sent': 5.99, 'total_txns': 72, 'total_ether_sent': 34.16921, 'total_ether_received': 52.03254857}"
266737291584979188167478944602264180367782544002,1,"{'avg_min_between_sent': 13.22, 'avg_min_between_received': 0.0, 'time_diff': 66.1, 'sent_txns': 5, 'received_txns': 1, 'min_value_received': 101.0, 'max_value_received': 101.0, 'min_val_sent': 0.001248, 'max_val_sent': 55.592138, 'total_txns': 6, 'total_ether_sent': 100.997354, 'total_ether_received': 101.0}"
1076069537896299161873403001791204500782847881747,696,"{'avg_min_between_sent': 38.8, 'avg_min_between_received': 1909.46, 'time_diff': 1355913.45, 'sent_txns': 694, 'received_txns': 696, 'min_value_received': 0.18088, 'max_value_received': 98.425515, 'min_val_sent': 0.0, 'max_val_sent': 98.422197, 'total_txns': 1390, 'total_ether_sent': 6548.309754, 'total_ether_received': 6542.426864}"
409925809872696250457620853619425609895981876309,4,"{'avg_min_between_sent': 202146.49, 'avg_min_between_received': 71824.89, 'time_diff': 691592.55, 'sent_txns': 2, 'received_txns': 4, 'min_value_received': 0.139487, 'max_value_received': 21.3599, 'min_val_sent': 1.1493520000000002, 'max_val_sent': 22.80315, 'total_txns': 6, 'total_ether_sent': 23.95250236, 'total_ether_received': 23.95453996}"
1076136899297817619219390945854924603432526000502,1,"{'avg_min_between_sent': 16.21, 'avg_min_between_received': 0.0, 'time_diff': 48.62, 'sent_txns': 3, 'received_txns': 1, 'min_value_received': 101.0, 'max_value_received': 101.0, 'min_val_sent': 0.236352, 'max_val_sent': 69.642385, 'total_txns': 4, 'total_ether_sent': 100.998446, 'total_ether_received': 101.0}"
145612010442870538122831641352021849813396075051,1,"{'avg_min_between_sent': 20.42, 'avg_min_between_received': 0.0, 'time_diff': 61.25, 'sent_txns': 3, 'received_txns': 1, 'min_value_received': 101.0, 'max_value_received': 101.0, 'min_val_sent': 0.869555, 'max_val_sent': 68.68011, 'total_txns': 4, 'total_ether_sent': 100.998446, 'total_ether_received': 101.0}"
1100302617995264943681551562573486062454355920755,2,"{'avg_min_between_sent': 26.08, 'avg_min_between_received': 0.08, 'time_diff': 78.4, 'sent_txns': 3, 'received_txns': 2, 'min_value_received': 35.35215200000001, 'max_value_received': 65.647848, 'min_val_sent': 0.009405, 'max_val_sent': 56.509248, 'total_txns': 5, 'total_ether_sent': 100.998488, 'total_ether_received': 101.0}"
40678554554529650169100398913963981318026914085,70,"{'avg_min_between_sent': 12.78, 'avg_min_between_received': 8980.9, 'time_diff': 629558.2, 'sent_txns': 70, 'received_txns': 70, 'min_value_received': 0.19561, 'max_value_received': 2.995, 'min_val_sent': 0.19414, 'max_val_sent': 2.994538, 'total_txns': 140, 'total_ether_sent': 17.2103127, 'total_ether_received': 17.25534477}"
542319458162430597828123684953642132452999837421,2,"{'avg_min_between_sent': 1.35, 'avg_min_between_received': 0.68, 'time_diff': 5.4, 'sent_txns': 3, 'received_txns': 2, 'min_value_received': 423.250227, 'max_value_received': 1577.749773, 'min_val_sent': 0.1, 'max_val_sent': 1902.479244, 'total_txns': 5, 'total_ether_sent': 2000.998585, 'total_ether_received': 2001.0}"
16298305352852058671841398792574990853833142097,27,"{'avg_min_between_sent': 2516.11, 'avg_min_between_received': 10216.0, 'time_diff': 306025.43, 'sent_txns': 12, 'received_txns': 27, 'min_value_received': 0.001365, 'max_value_received': 0.5294840000000001, 'min_val_sent': 0.015849, 'max_val_sent': 0.54, 'total_txns': 39, 'total_ether_sent': 2.41363522, 'total_ether_received': 2.41867522}"
801955872525418224027013911812654302619680166123,77,"{'avg_min_between_sent': 2907.87, 'avg_min_between_received': 2020.89, 'time_diff': 1025062.95, 'sent_txns': 299, 'received_txns': 77, 'min_value_received': 0.002108, 'max_value_received': 64.865, 'min_val_sent': 0.0, 'max_val_sent': 47.358, 'total_txns': 376, 'total_ether_sent': 1136.1317, 'total_ether_received': 1069.06103}"
962975913568401201054435014172657811732187150480,130,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 2241.88, 'time_diff': 291443.93, 'sent_txns': 0, 'received_txns': 130, 'min_value_received': 0.0, 'max_value_received': 0.803369, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 131, 'total_ether_sent': 0.0, 'total_ether_received': 60.272862}"
55365059143287438551756145487296401770881372274,10,"{'avg_min_between_sent': 37703.86, 'avg_min_between_received': 3341.02, 'time_diff': 976006.65, 'sent_txns': 25, 'received_txns': 10, 'min_value_received': 0.0002, 'max_value_received': 4.947967, 'min_val_sent': 0.0, 'max_val_sent': 8.72, 'total_txns': 35, 'total_ether_sent': 23.727, 'total_ether_received': 21.09300543}"
837361400204324664191610670859642498548722529458,137,"{'avg_min_between_sent': 2918.92, 'avg_min_between_received': 5480.39, 'time_diff': 1001840.28, 'sent_txns': 86, 'received_txns': 137, 'min_value_received': 0.000116, 'max_value_received': 5.649161, 'min_val_sent': 0.0, 'max_val_sent': 2.010723, 'total_txns': 223, 'total_ether_sent': 20.98026496, 'total_ether_received': 21.62450316}"
1039338467063133882526128025134779982813783291504,9,"{'avg_min_between_sent': 3965.62, 'avg_min_between_received': 8186.39, 'time_diff': 688348.82, 'sent_txns': 155, 'received_txns': 9, 'min_value_received': 0.1, 'max_value_received': 133.2925, 'min_val_sent': 0.0, 'max_val_sent': 133.0, 'total_txns': 164, 'total_ether_sent': 204.4087873, 'total_ether_received': 171.5283494}"
434755065568354161343173313139464298855281791426,68,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 4695.7, 'time_diff': 319307.7, 'sent_txns': 0, 'received_txns': 68, 'min_value_received': 0.0, 'max_value_received': 1.001958, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 69, 'total_ether_sent': 0.0, 'total_ether_received': 39.63384266}"
132043113649499181015933962722545815613701295434,26,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 12452.52, 'time_diff': 328220.63, 'sent_txns': 1, 'received_txns': 26, 'min_value_received': 0.71153, 'max_value_received': 60.0, 'min_val_sent': 1.0, 'max_val_sent': 1.0, 'total_txns': 27, 'total_ether_sent': 1.0, 'total_ether_received': 362.429737}"
719036054120968275807937511198641406486221948869,3,"{'avg_min_between_sent': 176.18, 'avg_min_between_received': 10197.69, 'time_diff': 31121.6, 'sent_txns': 3, 'received_txns': 3, 'min_value_received': 0.07, 'max_value_received': 0.28, 'min_val_sent': 0.069538, 'max_val_sent': 0.278953, 'total_txns': 6, 'total_ether_sent': 0.448071043, 'total_ether_received': 0.45}"
874908345889013131995827459364053365745007005412,115,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 1971.86, 'time_diff': 226764.25, 'sent_txns': 0, 'received_txns': 115, 'min_value_received': 0.0, 'max_value_received': 1.154862, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 116, 'total_ether_sent': 0.0, 'total_ether_received': 77.05089746}"
781079827478535601894312384470239685061512292326,16,"{'avg_min_between_sent': 6524.92, 'avg_min_between_received': 10727.52, 'time_diff': 413062.35, 'sent_txns': 37, 'received_txns': 16, 'min_value_received': 0.01, 'max_value_received': 107.7, 'min_val_sent': 0.0, 'max_val_sent': 51.563, 'total_txns': 53, 'total_ether_sent': 220.123082, 'total_ether_received': 220.1757148}"
870339869492415409440706862839403063079243648384,1,"{'avg_min_between_sent': 21.34, 'avg_min_between_received': 0.0, 'time_diff': 64.03, 'sent_txns': 3, 'received_txns': 1, 'min_value_received': 101.0, 'max_value_received': 101.0, 'min_val_sent': 0.996213, 'max_val_sent': 50.863223, 'total_txns': 4, 'total_ether_sent': 100.998446, 'total_ether_received': 101.0}"
1065961436225640135643213735724300557130151458178,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 386.23, 'sent_txns': 1, 'received_txns': 1, 'min_value_received': 0.2, 'max_value_received': 0.2, 'min_val_sent': 0.19938, 'max_val_sent': 0.19938, 'total_txns': 2, 'total_ether_sent': 0.19938, 'total_ether_received': 0.2}"
1015069439387602276355690176600489471880748346717,15,"{'avg_min_between_sent': 892.69, 'avg_min_between_received': 29766.53, 'time_diff': 460780.98, 'sent_txns': 16, 'received_txns': 15, 'min_value_received': 1.995, 'max_value_received': 4895.0, 'min_val_sent': 0.000216, 'max_val_sent': 4894.998606, 'total_txns': 31, 'total_ether_sent': 13923.72685, 'total_ether_received': 13923.7375}"
66705376217978792108774334381490196799736378432,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 39.15, 'sent_txns': 1, 'received_txns': 1, 'min_value_received': 1.409452, 'max_value_received': 1.409452, 'min_val_sent': 1.408948, 'max_val_sent': 1.408948, 'total_txns': 2, 'total_ether_sent': 1.40894829, 'total_ether_received': 1.40945229}"
151833150381017150285236061849740166314510632801,2413,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 202.04, 'time_diff': 487533.1, 'sent_txns': 0, 'received_txns': 2413, 'min_value_received': 0.0, 'max_value_received': 0.1336, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 2414, 'total_ether_sent': 0.0, 'total_ether_received': 0.561999904}"
1054609328589579948660168245162816427154227793016,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 66.22, 'sent_txns': 1, 'received_txns': 1, 'min_value_received': 0.268, 'max_value_received': 0.268, 'min_val_sent': 0.267496, 'max_val_sent': 0.267496, 'total_txns': 2, 'total_ether_sent': 0.267496, 'total_ether_received': 0.268}"
831417601216934571163147522385470779723403953931,3,"{'avg_min_between_sent': 75360.62, 'avg_min_between_received': 263.2, 'time_diff': 302232.08, 'sent_txns': 4, 'received_txns': 3, 'min_value_received': 0.995, 'max_value_received': 2.619811, 'min_val_sent': 0.0, 'max_val_sent': 2.6, 'total_txns': 7, 'total_ether_sent': 5.188158618, 'total_ether_received': 5.19555492}"
119703850098305871356298470092782587763899019826,2,"{'avg_min_between_sent': 2.2, 'avg_min_between_received': 0.0, 'time_diff': 8.78, 'sent_txns': 4, 'received_txns': 2, 'min_value_received': 404.661124, 'max_value_received': 1596.338876, 'min_val_sent': 0.001078, 'max_val_sent': 1439.532513, 'total_txns': 6, 'total_ether_sent': 2000.998113, 'total_ether_received': 2001.0}"
631758457177130921596629677926569393399872996916,2,"{'avg_min_between_sent': 18.6, 'avg_min_between_received': 0.04, 'time_diff': 74.48, 'sent_txns': 4, 'received_txns': 2, 'min_value_received': 49.574566, 'max_value_received': 51.425434, 'min_val_sent': 0.762195, 'max_val_sent': 96.939133, 'total_txns': 6, 'total_ether_sent': 100.9979336, 'total_ether_received': 101.0}"
296625423008124954896163770551292082770726642938,464,"{'avg_min_between_sent': 738.38, 'avg_min_between_received': 758.66, 'time_diff': 778799.4, 'sent_txns': 578, 'received_txns': 464, 'min_value_received': 0.015, 'max_value_received': 645.0, 'min_val_sent': 0.0, 'max_val_sent': 875.0, 'total_txns': 1042, 'total_ether_sent': 11722.7429, 'total_ether_received': 11718.20202}"
816388420704154321445276222611693204683874622832,5,"{'avg_min_between_sent': 2606.95, 'avg_min_between_received': 200722.71, 'time_diff': 1027076.15, 'sent_txns': 9, 'received_txns': 5, 'min_value_received': 0.0048, 'max_value_received': 5.616719, 'min_val_sent': 0.004206, 'max_val_sent': 5.578215, 'total_txns': 14, 'total_ether_sent': 7.06903956, 'total_ether_received': 7.07329599}"
236885119373752657896719075755709635026946436476,21,"{'avg_min_between_sent': 5460.64, 'avg_min_between_received': 10550.89, 'time_diff': 565589.25, 'sent_txns': 63, 'received_txns': 21, 'min_value_received': 0.1, 'max_value_received': 57.768928, 'min_val_sent': 0.0, 'max_val_sent': 50.0, 'total_txns': 84, 'total_ether_sent': 250.8134, 'total_ether_received': 220.3842707}"
320819401558822433710733304894683559852006919307,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 13.22, 'sent_txns': 1, 'received_txns': 1, 'min_value_received': 11.0, 'max_value_received': 11.0, 'min_val_sent': 10.99938, 'max_val_sent': 10.99938, 'total_txns': 2, 'total_ether_sent': 10.99938, 'total_ether_received': 11.0}"
502354940827305421456036517789218436395754025297,2,"{'avg_min_between_sent': 30541.58, 'avg_min_between_received': 872.27, 'time_diff': 123910.83, 'sent_txns': 4, 'received_txns': 2, 'min_value_received': 4.571217, 'max_value_received': 117.893035, 'min_val_sent': 0.01, 'max_val_sent': 100.352236, 'total_txns': 6, 'total_ether_sent': 122.4622363, 'total_ether_received': 122.4642523}"
578730165762802808993241632725921045933558681222,3,"{'avg_min_between_sent': 13.62, 'avg_min_between_received': 1831.91, 'time_diff': 5550.22, 'sent_txns': 4, 'received_txns': 3, 'min_value_received': 1.0, 'max_value_received': 100.0, 'min_val_sent': 0.999496, 'max_val_sent': 58.139686, 'total_txns': 7, 'total_ether_sent': 116.997984, 'total_ether_received': 117.0}"
1009942632451369793146306403646286083853588378761,9,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 34634.52, 'time_diff': 313185.73, 'sent_txns': 1, 'received_txns': 9, 'min_value_received': 0.29076, 'max_value_received': 1.113489, 'min_val_sent': 0.79, 'max_val_sent': 0.79, 'total_txns': 10, 'total_ether_sent': 0.79, 'total_ether_received': 5.93400488}"
381807104841372646399475808889923565712876645490,9,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 896.95, 'time_diff': 17264.92, 'sent_txns': 1, 'received_txns': 9, 'min_value_received': 0.008948, 'max_value_received': 1.5, 'min_val_sent': 4.171728, 'max_val_sent': 4.171728, 'total_txns': 10, 'total_ether_sent': 4.17172791, 'total_ether_received': 4.17221091}"
1071978233048694527450006378716809423717807658924,2,"{'avg_min_between_sent': 107.4, 'avg_min_between_received': 0.84, 'time_diff': 323.88, 'sent_txns': 3, 'received_txns': 2, 'min_value_received': 47.260896, 'max_value_received': 53.73910400000001, 'min_val_sent': 0.1317559999999999, 'max_val_sent': 58.235439, 'total_txns': 5, 'total_ether_sent': 100.9985356, 'total_ether_received': 101.0}"
342006882862492394040324619235607273839812288573,13,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 7728.89, 'time_diff': 100475.57, 'sent_txns': 0, 'received_txns': 13, 'min_value_received': 0.0, 'max_value_received': 109.18, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 14, 'total_ether_sent': 0.0, 'total_ether_received': 337.39634}"
693993047750878103701077449961789805403074055984,8,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 1077.54, 'time_diff': 26257.62, 'sent_txns': 1, 'received_txns': 8, 'min_value_received': 0.5, 'max_value_received': 2.2073, 'min_val_sent': 8.364563, 'max_val_sent': 8.364563, 'total_txns': 9, 'total_ether_sent': 8.36456345, 'total_ether_received': 8.36542445}"
361394012290672853952576491890455724694796845816,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 5869.5, 'sent_txns': 0, 'received_txns': 1, 'min_value_received': 0.0, 'max_value_received': 0.0, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 2, 'total_ether_sent': 0.0, 'total_ether_received': 0.0}"
2633833149208604750554467871323808605001372939,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 8873.97, 'sent_txns': 1, 'received_txns': 1, 'min_value_received': 0.134989, 'max_value_received': 0.134989, 'min_val_sent': 0.134569, 'max_val_sent': 0.134569, 'total_txns': 2, 'total_ether_sent': 0.13456893, 'total_ether_received': 0.13498893}"
963952917669827243691310336906746041220023709952,1,"{'avg_min_between_sent': 21.63, 'avg_min_between_received': 0.0, 'time_diff': 64.9, 'sent_txns': 3, 'received_txns': 1, 'min_value_received': 101.0, 'max_value_received': 101.0, 'min_val_sent': 5.10765, 'max_val_sent': 85.813199, 'total_txns': 4, 'total_ether_sent': 100.998446, 'total_ether_received': 101.0}"
1077540326798359293439426147948146543451162293635,2,"{'avg_min_between_sent': 4.74, 'avg_min_between_received': 0.42, 'time_diff': 15.07, 'sent_txns': 3, 'received_txns': 2, 'min_value_received': 834.613425, 'max_value_received': 1166.386575, 'min_val_sent': 0.1, 'max_val_sent': 1488.902176, 'total_txns': 5, 'total_ether_sent': 2000.998585, 'total_ether_received': 2001.0}"
464268731758876249644204953580411505411843366744,1,"{'avg_min_between_sent': 21.02, 'avg_min_between_received': 0.0, 'time_diff': 63.05, 'sent_txns': 3, 'received_txns': 1, 'min_value_received': 101.0, 'max_value_received': 101.0, 'min_val_sent': 2.0, 'max_val_sent': 57.436291, 'total_txns': 4, 'total_ether_sent': 100.998446, 'total_ether_received': 101.0}"
1157271095039286193141736978709235723231925304834,60,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 3210.03, 'time_diff': 192601.7, 'sent_txns': 0, 'received_txns': 60, 'min_value_received': 0.0, 'max_value_received': 0.753905, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 61, 'total_ether_sent': 0.0, 'total_ether_received': 24.02119871}"
263153046012025274933297869143168563228078609029,53,"{'avg_min_between_sent': 416.61, 'avg_min_between_received': 9917.16, 'time_diff': 608097.22, 'sent_txns': 198, 'received_txns': 53, 'min_value_received': 0.008, 'max_value_received': 41.89100000000001, 'min_val_sent': 0.0, 'max_val_sent': 42.89, 'total_txns': 251, 'total_ether_sent': 94.305945, 'total_ether_received': 93.58135476}"
220275192997818527001185518318923621218610960023,707,"{'avg_min_between_sent': 46.34, 'avg_min_between_received': 1369.49, 'time_diff': 991302.28, 'sent_txns': 498, 'received_txns': 707, 'min_value_received': 0.023846, 'max_value_received': 5.001905000000002, 'min_val_sent': 0.49755, 'max_val_sent': 5.000353, 'total_txns': 1205, 'total_ether_sent': 497.9053731000001, 'total_ether_received': 498.4434175}"
536796476625143052234763880508189088120634706042,4,"{'avg_min_between_sent': 7.32, 'avg_min_between_received': 21227.8, 'time_diff': 84940.5, 'sent_txns': 4, 'received_txns': 4, 'min_value_received': 19.995, 'max_value_received': 27.53467, 'min_val_sent': 19.994559, 'max_val_sent': 27.534208000000003, 'total_txns': 8, 'total_ether_sent': 93.898452, 'total_ether_received': 93.9003}"
59033192840137068825000708007057547050694275587,13,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 10043.84, 'time_diff': 130569.95, 'sent_txns': 0, 'received_txns': 13, 'min_value_received': 0.0, 'max_value_received': 0.0, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 14, 'total_ether_sent': 0.0, 'total_ether_received': 0.0}"
342518324667118896472732836453459225579772621327,2,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 39.21, 'time_diff': 9808.28, 'sent_txns': 1, 'received_txns': 2, 'min_value_received': 0.5, 'max_value_received': 0.521845, 'min_val_sent': 1.020845, 'max_val_sent': 1.020845, 'total_txns': 3, 'total_ether_sent': 1.02084509, 'total_ether_received': 1.02184509}"
919863996940958711251049634942545128044156155747,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 24.95, 'sent_txns': 1, 'received_txns': 1, 'min_value_received': 0.418616, 'max_value_received': 0.418616, 'min_val_sent': 0.418034, 'max_val_sent': 0.418034, 'total_txns': 2, 'total_ether_sent': 0.418034148, 'total_ether_received': 0.41861568}"
90468503590353439005261694444048662372289798505,1,"{'avg_min_between_sent': 21.13, 'avg_min_between_received': 0.0, 'time_diff': 63.4, 'sent_txns': 3, 'received_txns': 1, 'min_value_received': 101.0, 'max_value_received': 101.0, 'min_val_sent': 0.5550619999999999, 'max_val_sent': 98.416313, 'total_txns': 4, 'total_ether_sent': 100.998446, 'total_ether_received': 101.0}"
367719397428346454052611358790793545220514253384,5,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 8596.87, 'time_diff': 42984.33, 'sent_txns': 0, 'received_txns': 5, 'min_value_received': 0.0, 'max_value_received': 2.008, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 6, 'total_ether_sent': 0.0, 'total_ether_received': 4.982}"
225721844726842593166868568374657631855668094555,28,"{'avg_min_between_sent': 323.86, 'avg_min_between_received': 136.68, 'time_diff': 5770.12, 'sent_txns': 6, 'received_txns': 28, 'min_value_received': 0.0095, 'max_value_received': 2.0, 'min_val_sent': 0.153089, 'max_val_sent': 12.66333, 'total_txns': 34, 'total_ether_sent': 13.64641888, 'total_ether_received': 13.65319388}"
676178229047108496265721444154911409117187634171,1,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 0.0, 'time_diff': 170.63, 'sent_txns': 1, 'received_txns': 1, 'min_value_received': 0.745815, 'max_value_received': 0.745815, 'min_val_sent': 0.7436149999999999, 'max_val_sent': 0.7436149999999999, 'total_txns': 2, 'total_ether_sent': 0.743614532, 'total_ether_received': 0.745814532}"
133434918935526321353672453861542440686368961246,11,"{'avg_min_between_sent': 1698.96, 'avg_min_between_received': 79.34, 'time_diff': 34852.0, 'sent_txns': 20, 'received_txns': 11, 'min_value_received': 0.088826, 'max_value_received': 8.8, 'min_val_sent': 0.0, 'max_val_sent': 4.35, 'total_txns': 31, 'total_ether_sent': 13.05, 'total_ether_received': 13.07668287}"
196887021822266132307917815442177040704722738631,283,"{'avg_min_between_sent': 0.0, 'avg_min_between_received': 1023.61, 'time_diff': 289682.58, 'sent_txns': 0, 'received_txns': 283, 'min_value_received': 0.0, 'max_value_received': 1.218475, 'min_val_sent': 0.0, 'max_val_sent': 0.0, 'total_txns': 284, 'total_ether_sent': 0.0, 'total_ether_received': 229.3814585}"
